SubsequenceLength,CurrentIndex,K,Precision,Recall,MRR
168,4032,20,0.7730061349693251,0.02059159993462984,0.0033722201968647445
168,8064,20,0.42424242424242425,0.0022879555482922045,0.0022879555482922045
168,24192,20,0.8416666666666667,0.01650596502696519,0.002750994171160862
672,8064,20,0.901685393258427,0.05245955221441412,0.006535331795130088
672,24192,20,0.8666666666666667,0.019120771367870566,0.0010866355298280008
4032,24192,20,0.0,0.0,0.0
24,96,30,0.4215686274509804,0.0070272920411832,0.0001254873578782715
24,168,30,0.5511811023622047,0.011439777741461023,0.00028228971711961393
24,672,30,0.5725190839694656,0.012256904722993954,0.0006492492907756849
24,4032,30,0.35555555555555557,0.0052296126818107535,0.0044578816436963205
24,8064,30,0.0,0.0,0.0
24,24192,30,0.4215686274509804,0.0070272920411832,0.00012116020760660694
2,2,30,0.0,0.0,0.0
60,96,30,0.48214285714285715,0.004412485700277823,0.00015215467931992488
48,168,30,0.5972222222222222,0.0070272920411832,0.00046848613607888037
48,672,30,0.6885245901639344,0.02059159993462984,0.000403853127985423
48,4032,30,0.0,0.0,0.0
48,8064,30,0.06451612903225806,0.0003268507926131721,2.51423686625517e-05
48,24192,30,0.7157894736842105,0.011112926948847851,0.0076083601169399506
168,4032,30,0.8125,0.03824154273574113,0.003838285951118291
168,8064,30,0.32558139534883723,0.0022879555482922045,0.0022879555482922045
168,24192,30,0.7894736842105263,0.017159666612191534,0.0027743406563475164
672,8064,30,0.8893528183716075,0.06961921882660566,0.006637883600962934
672,24192,30,0.8943089430894309,0.03595358718744893,0.00181736021487884
4032,24192,30,0.0,0.0,0.0
24,96,40,0.47297297297297297,0.011439777741461023,0.000244364299969791
24,168,40,0.4794520547945205,0.011439777741461023,0.00026195611746341257
24,672,40,0.5,0.012256904722993954,0.0006463142082270751
24,4032,40,0.35833333333333334,0.0070272920411832,0.004481850701821284
24,8064,40,0.3559322033898305,0.006863866644876614,0.00011789388593151498
24,24192,40,0.49333333333333335,0.012093479326687367,0.0002435564258430352
2,2,40,0.4090909090909091,0.004412485700277823,0.00013789017813368198
60,96,40,0.4090909090909091,0.004412485700277823,0.00015215467931992488
48,168,40,0.524390243902439,0.0070272920411832,0.00046848613607888037
48,672,40,0.735191637630662,0.034482758620689655,0.0005279557939751683
48,4032,40,0.04878048780487805,0.0003268507926131721,9.904569473126428e-06
48,8064,40,0.04878048780487805,0.0003268507926131721,2.51423686625517e-05
48,24192,40,0.8788927335640139,0.041510050661872855,0.008483977596577675
168,4032,40,0.8631984585741811,0.07321457754535055,0.004456564504453414
168,8064,40,0.3090909090909091,0.002778231737211963,0.0023032766791959472
168,24192,40,0.8477366255144033,0.03366563163915672,0.0031975705288338017
672,8064,40,0.900974025974026,0.09070109495015526,0.007070864582755162
672,24192,40,0.9119318181818182,0.05245955221441412,0.0022889592156492746
4032,24192,40,0.0,0.0,0.0
24,96,50,0.41916167664670656,0.011439777741461023,0.0002906573964202732
24,168,50,0.42424242424242425,0.011439777741461023,0.0003155800756265114
24,672,50,0.4411764705882353,0.012256904722993954,0.0006442423852515859
24,4032,50,0.30714285714285716,0.0070272920411832,0.004479030812630114
24,8064,50,0.4303030303030303,0.01160320313776761,0.0001594263429501302
24,24192,50,0.5228426395939086,0.01683281581957836,0.0003330784561986209
2,2,50,0.5932203389830508,0.011439777741461023,0.0002906573964202732
60,96,50,0.5932203389830508,0.011439777741461023,0.0003155800756265114
48,168,50,0.4673913043478261,0.0070272920411832,0.00046848613607888037
48,672,50,0.6925566343042071,0.034973034809609414,0.00046145050219295163
48,4032,50,0.0392156862745098,0.0003268507926131721,9.904569473126428e-06
48,8064,50,0.35135135135135137,0.004249060303971237,0.00011040779282250958
48,24192,50,0.8494983277591973,0.041510050661872855,0.008483977596577675
168,4032,50,0.8611544461778471,0.09021081876123549,0.004538626727913505
168,8064,50,0.26153846153846155,0.002778231737211963,0.0023032766791959472
168,24192,50,0.8357142857142857,0.03824154273574113,0.0033065207930382005
672,8064,50,0.8924731182795699,0.09495015525412649,0.0070233584479227175
672,24192,50,0.9119318181818182,0.05245955221441412,0.0022889592156492746
4032,24192,50,0.0,0.0,0.0
24,96,60,0.37433155080213903,0.011439777741461023,0.0002906573964202732
24,168,60,0.3804347826086957,0.011439777741461023,0.0003155800756265114
24,672,60,0.39473684210526316,0.012256904722993954,0.0006427017989364786
24,4032,60,0.32947976878612717,0.009315247589475405,0.00449619403812038
24,8064,60,0.4292929292929293,0.013891158686059814,0.00018811579785427073
24,24192,60,0.47465437788018433,0.01683281581957836,0.0003228405598682258
2,2,60,0.546875,0.011439777741461023,0.0002906573964202732
60,96,60,0.5511811023622047,0.011439777741461023,0.0003155800756265114
48,168,60,0.4215686274509804,0.0070272920411832,0.00046848613607888037
48,672,60,0.6545454545454545,0.03529988560222259,0.00041272499918769336
48,4032,60,0.639751552795031,0.01683281581957836,0.0003335509425508748
48,8064,60,0.5447154471544715,0.010949501552541265,0.0002232286585183723
48,24192,60,0.8263665594855305,0.042000326850792614,0.008493590855183947
168,4032,60,0.8449275362318841,0.09527700604673967,0.004497296497710636
168,8064,60,0.22666666666666666,0.002778231737211963,0.0023032766791959472
168,24192,60,0.8970873786407767,0.07550253309364276,0.00401037810274736
672,8064,60,0.8813813813813813,0.09593070763196601,0.006940886750871735
672,24192,60,0.9119318181818182,0.05245955221441412,0.0022889592156492746
4032,24192,60,0.0,0.0,0.0
