SubsequenceLength,CurrentIndex,K,Precision,Recall,MRR
168,4032,30,0.28205128205128205,0.006586826347305389,7.94281514902926e-05
168,8064,30,0.28205128205128205,0.006586826347305389,7.94281514902926e-05
168,24192,30,0.03333333333333333,0.0005988023952095808,2.734481815695926e-05
672,4032,30,0.7798165137614679,0.05089820359281437,0.003155759542387678
672,8064,30,0.7111111111111111,0.03832335329341317,0.00014650028312841894
672,24192,30,0.6966292134831461,0.037125748502994015,9.54538308568518e-05
4032,8064,30,0.48,0.01437125748502994,0.00014957506311283366
4032,24192,30,0.6521739130434783,0.02694610778443114,0.00012372586442109475
8064,24192,30,0.47368421052631576,0.005389221556886228,0.00021324625463208365
24,96,40,0.0,0.0,0.0
24,168,40,0.04878048780487805,0.0011976047904191617,3.8284839203675343e-05
24,672,40,0.11904761904761904,0.0029940119760479044,0.025076746377665216
24,4032,40,0.7052631578947368,0.040119760479041915,0.0031498467591220105
24,8064,40,0.6881720430107527,0.03832335329341317,0.00042817735022777367
24,24192,40,0.27450980392156865,0.008383233532934131,0.00011335035585280312
48,96,40,0.09523809523809523,0.0023952095808383233,0.025038284839203673
48,168,40,0.09523809523809523,0.0023952095808383233,0.025038284839203673
48,672,40,0.1282051282051282,0.0029940119760479044,0.10007645277813497
48,4032,40,0.6831683168316832,0.04131736526946108,0.001911827688409503
48,8064,40,0.7075471698113207,0.04491017964071856,0.00035123105346965354
48,24192,40,0.6129032258064516,0.03413173652694611,0.00015050148484339104
168,672,40,0.22448979591836735,0.006586826347305389,5.957111361771945e-05
168,4032,40,0.22448979591836735,0.006586826347305389,5.957111361771945e-05
168,8064,40,0.22448979591836735,0.006586826347305389,5.957111361771945e-05
168,24192,40,0.025,0.0005988023952095808,2.0508613617719442e-05
672,4032,40,0.8446601941747572,0.10419161676646707,0.003195418141639243
672,8064,40,0.8589743589743589,0.12035928143712575,0.0004614259196391938
672,24192,40,0.7301587301587301,0.055089820359281436,0.00013272671759165057
4032,8064,40,0.6744186046511628,0.03473053892215569,0.00016269957904704722
4032,24192,40,0.6521739130434783,0.02694610778443114,0.00012372586442109475
8064,24192,40,0.47368421052631576,0.005389221556886228,0.00021324625463208365
24,96,50,0.0392156862745098,0.0011976047904191617,3.0627871362940275e-05
24,168,50,0.058823529411764705,0.0017964071856287425,6.139710213217106e-05
24,672,50,0.11538461538461539,0.003592814371257485,0.020632825673560742
24,4032,50,0.6504854368932039,0.040119760479041915,0.0025817552786605484
24,8064,50,0.6336633663366337,0.03832335329341317,0.00040702817229836707
24,24192,50,0.23333333333333334,0.008383233532934131,0.0001209374707639369
48,96,50,0.08163265306122448,0.0023952095808383233,0.08003062787136293
48,168,50,0.08163265306122448,0.0023952095808383233,0.08003062787136293
48,672,50,0.12244897959183673,0.003592814371257485,0.0800919788634941
48,4032,50,0.6306306306306306,0.041916167664670656,0.0015607121507276022
48,8064,50,0.7014925373134329,0.0562874251497006,0.0004059848427757229
48,24192,50,0.5631067961165048,0.03473053892215569,0.00015070421817774314
168,672,50,0.21666666666666667,0.007784431137724551,0.020047656890894175
168,4032,50,0.38961038961038963,0.017964071856287425,0.0012976568908941754
168,8064,50,0.2698412698412698,0.010179640718562874,0.00010027417652116992
168,24192,50,0.04,0.0011976047904191617,3.405914155613496e-05
672,4032,50,0.8550185873605948,0.1377245508982036,0.0030292417458123648
672,8064,50,0.8237704918032787,0.12035928143712575,0.00036914073571135507
672,24192,50,0.7556818181818182,0.07964071856287425,0.0001358110037029501
4032,8064,50,0.6744186046511628,0.03473053892215569,0.00016269957904704722
4032,24192,50,0.6521739130434783,0.02694610778443114,0.00012372586442109475
8064,24192,50,0.47368421052631576,0.005389221556886228,0.00021324625463208365
24,96,60,0.04918032786885246,0.0017964071856287425,5.1164251776809206e-05
24,168,60,0.08064516129032258,0.0029940119760479044,0.016717830918443477
24,672,60,0.22857142857142856,0.009580838323353293,0.017246104727967282
24,4032,60,0.5982142857142857,0.040119760479041915,0.0021769859583529077
24,8064,60,0.5945945945945946,0.03952095808383234,0.0003903543953587818
24,24192,60,0.21739130434782608,0.008982035928143712,0.0001512862761416646
48,96,60,0.0847457627118644,0.0029940119760479044,0.06671763518542331
48,168,60,0.1016949152542373,0.003592814371257485,0.06674331571957842
48,672,60,0.1016949152542373,0.003592814371257485,0.06674331571957842
48,4032,60,0.5785123966942148,0.041916167664670656,0.0013005934589396687
48,8064,60,0.6870748299319728,0.06047904191616767,0.0004441457093632243
48,24192,60,0.5357142857142857,0.03592814371257485,0.00019558399121089625
168,672,60,0.18571428571428572,0.007784431137724551,0.016706380742411812
168,4032,60,0.5135135135135135,0.03413173652694611,0.0011521536285226226
168,8064,60,0.46,0.027544910179640718,0.00012143746557912736
168,24192,60,0.14925373134328357,0.005988023952095809,3.9333121686617066e-05
672,4032,60,0.8243727598566308,0.1377245508982036,0.002524368121510304
672,8064,60,0.8220640569395018,0.13832335329341316,0.00034837484272547033
672,24192,60,0.7625570776255708,0.1,0.00012774460098788964
4032,8064,60,0.6744186046511628,0.03473053892215569,0.00016269957904704722
4032,24192,60,0.6521739130434783,0.02694610778443114,0.00012372586442109475
8064,24192,60,0.47368421052631576,0.005389221556886228,0.00021324625463208365
