SubsequenceLength,CurrentIndex,K,Precision,Recall,MRR
48,4032,5,0.0,0.0,0.0
48,8064,5,0.0,0.0,0.0
48,24192,5,0.9148936170212766,0.0070272920411832,0.2
168,4032,5,0.7575757575757576,0.004085634907664651,0.0001694846034468676
168,8064,5,0.7777777777777778,0.0022879555482922045,3.5938903863432166e-05
168,24192,5,0.0,0.0,0.0
672,8064,5,0.9181818181818182,0.01650596502696519,3.8109756097560976e-05
672,24192,5,0.0,0.0,0.0
4032,24192,5,0.0,0.0,0.0
24,96,15,0.0,0.0,0.0
24,168,15,0.48214285714285715,0.004412485700277823,0.0007575757575757576
24,672,15,0.4909090909090909,0.004412485700277823,0.0015151515151515152
24,4032,15,0.48214285714285715,0.004412485700277823,0.0007575757575757576
24,8064,15,0.0,0.0,0.0
24,24192,15,0.0,0.0,0.0
2,2,15,0.0,0.0,0.0
60,96,15,0.0,0.0,0.0
48,168,15,0.7543859649122807,0.0070272920411832,0.06666666666666667
48,672,15,0.4716981132075472,0.004085634907664651,5.6494867815622536e-05
48,4032,15,0.0,0.0,0.0
48,8064,15,0.125,0.0003268507926131721,2.8212723938496264e-05
48,24192,15,0.85,0.011112926948847851,0.06677965640229791
168,4032,15,0.8235294117647058,0.02059159993462984,6.919811984814285e-05
168,8064,15,0.5,0.0022879555482922045,1.1979634621144055e-05
168,24192,15,0.8782608695652174,0.01650596502696519,2.540650406504065e-05
672,8064,15,0.889795918367347,0.03562673639483576,2.4832642077431834e-05
672,24192,15,0.5333333333333333,0.0026148063409053767,1.1949572802772301e-05
4032,24192,15,0.0,0.0,0.0
24,96,20,0.0,0.0,0.0
24,168,20,0.4090909090909091,0.004412485700277823,0.0005681818181818182
24,672,20,0.463768115942029,0.0052296126818107535,0.001478829389788294
24,4032,20,0.45714285714285713,0.0052296126818107535,0.0009106475716064757
24,8064,20,0.0,0.0,0.0
24,24192,20,0.0,0.0,0.0
2,2,20,0.0,0.0,0.0
60,96,20,0.0,0.0,0.0
48,168,20,0.6935483870967742,0.0070272920411832,0.05
48,672,20,0.3968253968253968,0.004085634907664651,4.23711508617169e-05
48,4032,20,0.0,0.0,0.0
48,8064,20,0.09523809523809523,0.0003268507926131721,2.1159542953872196e-05
48,24192,20,0.8,0.011112926948847851,0.050084742301723426
168,4032,20,0.7730061349693251,0.02059159993462984,5.189858988610714e-05
168,8064,20,0.42424242424242425,0.0022879555482922045,8.984725965858042e-06
168,24192,20,0.8416666666666667,0.01650596502696519,1.9054878048780488e-05
672,8064,20,0.901685393258427,0.05245955221441412,3.142834966471673e-05
672,24192,20,0.8666666666666667,0.019120771367870566,1.8194085067367263e-05
4032,24192,20,0.0,0.0,0.0
24,96,30,0.4215686274509804,0.0070272920411832,0.016666666666666666
24,168,30,0.5511811023622047,0.011439777741461023,0.017424242424242422
24,672,30,0.5725190839694656,0.012256904722993954,0.01765255292652553
24,4032,30,0.35555555555555557,0.0052296126818107535,0.0006070983810709838
24,8064,30,0.0,0.0,0.0
24,24192,30,0.4215686274509804,0.0070272920411832,0.016666666666666666
2,2,30,0.0,0.0,0.0
60,96,30,0.48214285714285715,0.004412485700277823,0.0007575757575757576
48,168,30,0.5972222222222222,0.0070272920411832,0.03333333333333333
48,672,30,0.6885245901639344,0.02059159993462984,8.885349451387188e-05
48,4032,30,0.0,0.0,0.0
48,8064,30,0.06451612903225806,0.0003268507926131721,1.4106361969248132e-05
48,24192,30,0.7157894736842105,0.011112926948847851,0.033389828201148955
168,4032,30,0.8125,0.03824154273574113,0.00010152522938785892
168,8064,30,0.32558139534883723,0.0022879555482922045,5.989817310572028e-06
168,24192,30,0.7894736842105263,0.017159666612191534,1.9410160147879145e-05
672,8064,30,0.8893528183716075,0.06961921882660566,3.18952439373752e-05
672,24192,30,0.8943089430894309,0.03595358718744893,2.9201214187101978e-05
4032,24192,30,0.0,0.0,0.0
24,96,40,0.47297297297297297,0.011439777741461023,0.012784090909090908
24,168,40,0.4794520547945205,0.011439777741461023,0.025568181818181816
24,672,40,0.5,0.012256904722993954,0.025739414694894148
24,4032,40,0.35833333333333334,0.0070272920411832,0.00047426317974263185
24,8064,40,0.3559322033898305,0.006863866644876614,3.257853820436991e-05
24,24192,40,0.49333333333333335,0.012093479326687367,0.012513639144264977
2,2,40,0.4090909090909091,0.004412485700277823,0.0005681818181818182
60,96,40,0.4090909090909091,0.004412485700277823,0.0005681818181818182
48,168,40,0.524390243902439,0.0070272920411832,0.025
48,672,40,0.735191637630662,0.034482758620689655,0.00022689653114181416
48,4032,40,0.04878048780487805,0.0003268507926131721,1.0579771476936098e-05
48,8064,40,0.04878048780487805,0.0003268507926131721,1.0579771476936098e-05
48,24192,40,0.8788927335640139,0.041510050661872855,0.025453793062283625
168,4032,40,0.8631984585741811,0.07321457754535055,0.00024221590990202699
168,8064,40,0.3090909090909091,0.002778231737211963,8.944722733596875e-06
168,24192,40,0.8477366255144033,0.03366563163915672,1.9435668891397162e-05
672,8064,40,0.900974025974026,0.09070109495015526,3.3985154923147384e-05
672,24192,40,0.9119318181818182,0.05245955221441412,5.37288189948366e-05
4032,24192,40,0.0,0.0,0.0
24,96,50,0.41916167664670656,0.011439777741461023,0.020227272727272726
24,168,50,0.42424242424242425,0.011439777741461023,0.030454545454545453
24,672,50,0.4411764705882353,0.012256904722993954,0.020591531755915316
24,4032,50,0.30714285714285716,0.0070272920411832,0.00037941054379410545
24,8064,50,0.4303030303030303,0.01160320313776761,3.1702690906310607e-05
24,24192,50,0.5228426395939086,0.01683281581957836,0.010016551175754795
2,2,50,0.5932203389830508,0.011439777741461023,0.020454545454545454
60,96,50,0.5932203389830508,0.011439777741461023,0.020454545454545454
48,168,50,0.4673913043478261,0.0070272920411832,0.02
48,672,50,0.6925566343042071,0.034973034809609414,0.00018329816881371846
48,4032,50,0.0392156862745098,0.0003268507926131721,8.46381718154888e-06
48,8064,50,0.35135135135135137,0.004249060303971237,1.6790211852656288e-05
48,24192,50,0.8494983277591973,0.041510050661872855,0.0203630344498269
168,4032,50,0.8611544461778471,0.09021081876123549,0.00020053375150316363
168,8064,50,0.26153846153846155,0.002778231737211963,7.1557781868774995e-06
168,24192,50,0.8357142857142857,0.03824154273574113,2.0951020256283585e-05
672,8064,50,0.8924731182795699,0.09495015525412649,3.394010403455288e-05
672,24192,50,0.9119318181818182,0.05245955221441412,5.37288189948366e-05
4032,24192,50,0.0,0.0,0.0
24,96,60,0.37433155080213903,0.011439777741461023,0.016856060606060604
24,168,60,0.3804347826086957,0.011439777741461023,0.03371212121212121
24,672,60,0.39473684210526316,0.012256904722993954,0.017159609796596097
24,4032,60,0.32947976878612717,0.009315247589475405,0.00042301305999936135
24,8064,60,0.4292929292929293,0.013891158686059814,0.000133256515926199
24,24192,60,0.47465437788018433,0.01683281581957836,0.008347125979795663
2,2,60,0.546875,0.011439777741461023,0.017045454545454544
60,96,60,0.5511811023622047,0.011439777741461023,0.03371212121212121
48,168,60,0.4215686274509804,0.0070272920411832,0.016666666666666666
48,672,60,0.6545454545454545,0.03529988560222259,0.00015627506450374408
48,4032,60,0.639751552795031,0.01683281581957836,3.838150178662908e-05
48,8064,60,0.5447154471544715,0.010949501552541265,2.561319427890577e-05
48,24192,60,0.8263665594855305,0.042000326850792614,0.016972163614689527
168,4032,60,0.8449275362318841,0.09527700604673967,0.0001996754266657404
168,8064,60,0.22666666666666666,0.002778231737211963,5.9631484890645835e-06
168,24192,60,0.8970873786407767,0.07550253309364276,9.088725050856924e-05
672,8064,60,0.8813813813813813,0.09593070763196601,3.213450606086482e-05
672,24192,60,0.9119318181818182,0.05245955221441412,5.37288189948366e-05
4032,24192,60,0.0,0.0,0.0
